age,gender,marital_status,education_level,annual_income,employment_status,debt_to_income_ratio,credit_score,loan_amount,loan_purpose,interest_rate,loan_term,num_of_open_accounts,total_credit_limit,current_balance,delinquency_history,credit_utilization,loan_to_income
27,Male,Married,Master's,41174.46,Unemployed,0.208,724,23864.68,Debt consolidation,12.38,36,4,32898.22,17376.18,1,0.528179944082081,0.5795991009961029
24,Female,Married,Bachelor's,15254.91,Retired,0.084,609,5026.3,Other,15.05,60,6,24024.0,20961.95,0,0.8725420412920413,0.3294873584963792
71,Female,Married,Bachelor's,41561.34,Self-employed,0.366,674,12984.32,Medical,13.37,36,6,29184.95,24207.74,1,0.8294597044024403,0.3124134111171584
52,Male,Single,Bachelor's,33913.69,Employed,0.263,728,5351.27,Business,13.74,60,5,34898.55,6436.48,4,0.18443402376316492,0.157790850833395
60,Female,Single,Bachelor's,54161.88,Employed,0.059,640,16560.5,Car,17.79,60,3,35416.79,4179.72,3,0.11801521255878922,0.30575932740887135
28,Male,Married,Master's,64503.65,Employed,0.034,768,18760.11,Debt consolidation,14.33,36,5,63963.48,30329.16,1,0.47416369465826436,0.29083796033247733
30,Female,Married,Bachelor's,16872.33,Unemployed,0.171,675,6649.87,Business,12.64,36,6,29383.1,15739.94,4,0.5356800337609035,0.39412873029391904
72,Male,Divorced,Bachelor's,27744.82,Employed,0.255,573,13683.35,Debt consolidation,12.75,36,3,41583.38,13688.29,3,0.3291769452122459,0.4931857550346335
49,Male,Married,Bachelor's,17909.17,Unemployed,0.124,720,13598.37,Car,9.06,60,1,26306.93,7794.74,1,0.29629987231501353,0.7592964944774103
64,Female,Single,High School,23198.75,Employed,0.127,702,7747.59,Debt consolidation,12.84,36,9,28495.83,23364.3,2,0.8199199672373115,0.33396583867665286
42,Female,Married,Other,27771.52,Employed,0.229,705,23781.54,Medical,11.46,36,5,31425.45,4063.82,4,0.12931620708693115,0.8563283536515106
47,Female,Married,High School,160189.12,Employed,0.188,708,10075.77,Car,12.81,36,5,235114.94,143669.91,4,0.6110624446068804,0.06289921562712873
40,Other,Single,Other,59377.51,Employed,0.118,604,500.0,Other,10.5,36,4,38530.05,21905.59,5,0.5685326128567183,0.008420696657707607
68,Female,Single,Bachelor's,31130.86,Employed,0.284,660,5194.8,Debt consolidation,13.76,60,4,29699.32,28048.9,1,0.944429030698346,0.16686978772831845
33,Female,Married,Master's,29198.48,Employed,0.147,607,500.0,Education,14.02,60,5,42417.65,31746.83,3,0.7484344370798477,0.017124179066855535
57,Female,Single,Master's,56695.8,Employed,0.334,731,20106.55,Debt consolidation,12.19,60,3,83523.8,12747.61,1,0.1526224860458935,0.35463914434578925
66,Male,Divorced,Master's,31035.43,Employed,0.079,596,13659.39,Debt consolidation,14.28,36,7,25912.34,24523.74,1,0.9464116324500219,0.44012246648427295
23,Female,Divorced,High School,47241.78,Employed,0.185,648,17782.58,Debt consolidation,11.91,60,2,40668.75,6756.62,0,0.16613788228062087,0.3764163839719842
34,Male,Single,Master's,60754.24,Employed,0.052,749,18317.87,Debt consolidation,13.84,36,9,88408.29,50105.62,3,0.5667525070329944,0.30150768078079815
24,Male,Married,High School,43601.46,Unemployed,0.314,760,6697.33,Home,10.81,36,2,55390.78,27733.91,1,0.5006954225956016,0.15360334264036113
36,Other,Married,High School,22048.02,Employed,0.049,728,10451.93,Car,11.19,36,5,37749.56,8972.34,2,0.23768065111222492,0.47405299886339003
49,Female,Married,Master's,24708.37,Student,0.182,704,12128.19,Business,13.28,36,3,29182.33,6055.72,1,0.2075132451726781,0.49085350429834107
36,Male,Single,Bachelor's,25635.13,Employed,0.168,687,19350.01,Home,14.81,36,8,43647.32,14888.28,3,0.34110410444444245,0.7548239466700577
35,Male,Single,PhD,25615.66,Unemployed,0.108,630,13025.49,Vacation,16.77,36,3,28747.05,1640.44,0,0.05706463793676221,0.5084971458865397
61,Male,Married,Master's,27501.11,Employed,0.031,735,9341.48,Home,11.62,36,3,43923.16,23279.48,1,0.5300046717950165,0.33967647124061534
30,Female,Single,High School,89946.3,Unemployed,0.131,752,15277.42,Business,9.54,36,6,91470.38,56268.16,1,0.6151517026604678,0.16985045521605668
42,Female,Married,Bachelor's,27907.7,Employed,0.156,696,19245.94,Debt consolidation,9.27,36,4,26514.72,19073.48,4,0.7193543812644447,0.689628310466287
66,Female,Single,Bachelor's,313388.68,Employed,0.376,737,22017.53,Debt consolidation,15.01,36,5,204021.28,166748.76,2,0.8173106256366983,0.07025630281221389
24,Female,Single,Master's,10610.48,Unemployed,0.117,850,11145.36,Other,7.53,36,5,17218.04,5841.79,3,0.3392831007478203,1.0504105375063146
67,Female,Married,Bachelor's,67353.32,Retired,0.309,646,16454.33,Debt consolidation,15.64,60,2,48386.23,34083.26,1,0.7043999914851808,0.24429872202290845
24,Male,Single,Bachelor's,27776.56,Employed,0.342,671,9979.71,Debt consolidation,12.36,60,4,20660.65,12697.89,1,0.614592958111192,0.3592853110680372
26,Female,Married,Bachelor's,33841.03,Unemployed,0.373,599,10290.76,Other,13.71,36,5,37694.75,33295.1,3,0.8832821546767122,0.3040912170817496
55,Male,Married,Master's,21126.87,Employed,0.182,697,11443.61,Debt consolidation,9.32,60,4,25217.74,8754.96,3,0.34717464768849227,0.5416614008606102
51,Male,Single,High School,6583.25,Employed,0.132,601,14213.98,Car,13.34,60,7,14162.3,10922.52,3,0.7712391348862827,2.159112900163293
45,Female,Single,PhD,27979.89,Student,0.257,687,33641.58,Debt consolidation,10.62,36,6,42962.33,5840.28,2,0.1359395544887812,1.2023485439006374
42,Female,Married,Master's,55046.69,Employed,0.146,670,6385.61,Other,10.54,60,7,84637.12,61302.67,1,0.7243000470715449,0.11600352355427727
58,Female,Single,Master's,85151.28,Employed,0.272,610,9277.99,Debt consolidation,11.62,36,5,65464.4,6493.65,0,0.09919360751797923,0.10895890232066975
55,Male,Married,Other,141641.12,Employed,0.01,803,18458.15,Debt consolidation,12.85,36,12,207254.28,95740.31,0,0.46194611759043047,0.130316323395353
39,Female,Single,Other,10925.61,Employed,0.176,688,15251.1,Debt consolidation,12.53,60,6,17198.41,8936.84,1,0.5196317566565747,1.3959037527424099
69,Male,Married,Other,40688.67,Employed,0.041,592,18526.33,Debt consolidation,17.34,36,3,56588.21,31335.56,0,0.5537471498038196,0.45531913429463294
35,Female,Single,Master's,32677.25,Unemployed,0.101,634,8399.81,Education,12.44,36,4,24136.01,22001.4,3,0.911559118512132,0.25705376064387303
45,Male,Married,Bachelor's,42401.62,Student,0.174,729,10183.17,Car,12.38,60,4,33410.45,22228.01,3,0.6653011258453567,0.2401599278518132
57,Female,Married,High School,109006.49,Employed,0.243,688,8044.85,Other,13.19,36,4,129176.67,79111.23,3,0.612426609232147,0.0738015690625393
68,Female,Single,Bachelor's,22818.71,Employed,0.339,641,24484.15,Education,13.5,36,3,36658.17,5658.44,3,0.1543568596031935,1.0729857209281333
49,Male,Married,Other,28852.26,Employed,0.117,571,20510.44,Business,15.1,60,6,23831.51,15347.44,1,0.6439977995519378,0.7108781079887676
54,Female,Married,Bachelor's,37410.42,Employed,0.22,755,500.0,Debt consolidation,10.01,36,4,44768.89,23052.6,2,0.5149245379994902,0.013365260267059285
38,Female,Married,Bachelor's,33929.78,Employed,0.077,738,11228.92,Education,10.48,36,5,39561.09,15147.36,2,0.38288530472744814,0.3309458534655987
34,Male,Married,Bachelor's,22396.06,Employed,0.25,740,22876.81,Other,12.14,36,2,23062.47,15711.24,3,0.6812470650368325,1.0214658292574677
48,Male,Single,Bachelor's,30275.43,Employed,0.376,792,15641.54,Other,10.11,60,5,35226.36,22276.92,2,0.6323934689817511,0.5166413821372645
53,Male,Divorced,High School,34338.7,Employed,0.258,670,11205.57,Other,14.41,60,3,33843.58,8069.95,4,0.2384484738316691,0.32632481718876954
54,Female,Married,High School,24085.54,Employed,0.181,539,20034.88,Debt consolidation,16.32,36,3,38966.31,30679.38,2,0.7873309020022682,0.8318219147255989
35,Other,Married,Master's,81184.73,Employed,0.024,703,26845.99,Education,12.99,60,6,122581.2,40086.4,0,0.327019151386999,0.3306778257438314
25,Female,Married,High School,32802.42,Employed,0.117,645,775.32,Debt consolidation,12.32,60,4,44585.23,14995.38,0,0.33633066376465925,0.02363606099793857
41,Male,Single,Master's,23474.35,Self-employed,0.112,754,24846.78,Car,13.59,36,6,33459.98,19719.05,1,0.5893323905154755,1.0584650906201876
22,Female,Married,Bachelor's,10039.94,Employed,0.274,697,13169.33,Debt consolidation,13.74,60,6,13996.5,9852.16,3,0.7039016897081413,1.311694093789405
59,Male,Married,Bachelor's,21646.4,Retired,0.195,730,20045.63,Other,10.59,36,8,26502.02,13476.82,2,0.508520482589629,0.926049135191071
23,Male,Married,Bachelor's,38228.49,Self-employed,0.111,715,28884.28,Home,10.02,36,7,37777.45,17690.28,1,0.46827618063156723,0.7555694718781726
57,Female,Married,Bachelor's,64906.94,Retired,0.048,755,5414.25,Home,11.24,36,8,45224.25,25246.98,1,0.5582619943946002,0.08341557928936412
73,Female,Married,PhD,24169.28,Employed,0.25,649,20520.67,Car,13.78,36,7,21197.08,5240.53,1,0.24722886359819368,0.8490393590541381
61,Female,Single,High School,24834.4,Employed,0.471,731,10303.66,Vacation,10.47,36,4,23669.43,19188.56,4,0.8106895687813352,0.4148946622426956
75,Female,Single,Other,38663.53,Employed,0.07,726,16264.51,Medical,11.75,36,1,52640.55,31427.52,3,0.5970211177504794,0.4206680041889605
44,Male,Single,High School,69551.89,Employed,0.479,524,20718.91,Vacation,16.13,36,6,75956.82,58289.91,5,0.7674085092029919,0.2978914016570937
67,Female,Widowed,Other,27135.31,Employed,0.186,696,11547.59,Debt consolidation,9.11,36,4,22557.09,19862.1,1,0.8805258125050704,0.42555585324066686
25,Male,Single,Master's,18595.24,Employed,0.226,671,500.0,Debt consolidation,10.65,36,6,18381.08,12870.64,2,0.7002113042323954,0.026888601599118912
52,Male,Single,Bachelor's,24325.12,Employed,0.083,572,9216.44,Debt consolidation,15.71,36,5,23301.19,14148.83,2,0.6072149104831127,0.3788856951168175
44,Male,Married,Other,58523.81,Self-employed,0.131,589,3327.19,Debt consolidation,16.74,36,4,56706.68,20607.52,3,0.36340551060298365,0.056851903524394606
38,Male,Single,Master's,79693.69,Self-employed,0.03,745,13510.28,Home,13.16,36,7,80355.1,53923.56,1,0.671065806650729,0.16952759998940944
70,Male,Single,Bachelor's,18461.08,Self-employed,0.43,546,3111.67,Other,16.05,36,4,20462.25,7996.59,4,0.3907971997214383,0.16855297739893874
56,Male,Married,Bachelor's,23982.1,Employed,0.211,795,18168.85,Business,8.92,36,4,20549.11,15641.18,5,0.7611609456565273,0.7576004603433394
29,Male,Married,Bachelor's,28335.46,Employed,0.249,629,20196.51,Other,15.31,60,2,32110.86,14578.24,1,0.4539971835073866,0.7127645007351212
45,Female,Single,Master's,20368.35,Employed,0.445,689,30726.59,Other,15.28,36,8,20384.1,4405.86,4,0.21614199302397458,1.5085458566845131
74,Female,Married,Master's,106295.56,Employed,0.262,824,17865.34,Debt consolidation,10.09,60,8,81177.82,57069.78,1,0.7030218352747092,0.16807230706531864
37,Male,Single,Bachelor's,87938.3,Employed,0.076,652,15257.52,Other,6.99,60,7,123275.65,26344.6,2,0.21370481518450724,0.17350255804353734
28,Male,Divorced,Bachelor's,52058.23,Employed,0.293,654,15446.17,Home,13.04,36,7,52551.18,8197.79,5,0.1559963068384002,0.29670947321873986
27,Male,Married,Master's,23387.72,Self-employed,0.189,677,15960.56,Car,12.29,60,9,28462.15,23830.35,1,0.8372645776935332,0.682433345362438
68,Female,Single,High School,27684.6,Self-employed,0.234,542,9699.05,Education,14.95,36,7,21238.48,9262.34,5,0.43611124713256316,0.35034098379604545
65,Female,Single,High School,19744.25,Student,0.123,682,14509.85,Home,9.66,60,6,17019.85,4140.96,0,0.24330179173141953,0.7348899046557859
38,Male,Single,PhD,88803.79,Retired,0.313,728,10208.92,Education,12.48,36,4,133506.45,38650.89,3,0.28950578792260595,0.11496040878435482
32,Male,Divorced,Bachelor's,26644.95,Employed,0.149,644,17111.38,Business,14.66,60,5,34375.2,30575.27,2,0.8894572249761457,0.6421997414144144
64,Male,Single,High School,19227.2,Student,0.207,723,24431.86,Home,13.74,36,2,27641.83,16442.53,0,0.5948423096444772,1.270692560539236
44,Female,Single,High School,25401.1,Retired,0.102,713,15094.43,Car,13.19,36,4,32342.32,6053.04,4,0.18715540505443024,0.5942431626976785
33,Male,Single,Bachelor's,29920.56,Employed,0.039,693,22737.81,Debt consolidation,15.08,36,7,42412.7,22481.22,1,0.5300586852522948,0.7599393193175529
71,Female,Married,Bachelor's,45730.11,Student,0.152,769,33396.04,Debt consolidation,10.49,36,5,32800.59,19479.53,4,0.5938774272048155,0.7302855820814776
49,Male,Married,Bachelor's,28634.84,Self-employed,0.222,706,14577.67,Debt consolidation,11.11,36,3,40621.67,18873.84,3,0.46462491571616826,0.5090885788081931
58,Female,Married,High School,37850.09,Employed,0.3,649,20817.39,Car,14.51,36,5,42545.26,9336.09,4,0.21943901623823664,0.5499957860073781
31,Female,Married,High School,64663.05,Employed,0.123,732,6971.89,Education,12.77,36,6,53744.92,25750.85,2,0.4791308648333647,0.1078187620287011
55,Male,Widowed,Bachelor's,114672.39,Employed,0.322,594,5124.86,Debt consolidation,16.04,36,4,108457.13,77788.7,0,0.71722993223221,0.04469131584333421
72,Female,Single,Bachelor's,38948.22,Self-employed,0.11,771,10998.36,Debt consolidation,10.42,36,4,37001.55,21747.94,2,0.5877575398868425,0.2823841500330439
24,Female,Single,Master's,17277.53,Employed,0.033,559,500.0,Medical,11.53,36,5,17575.5,11295.07,4,0.64265995277517,0.028939321766479353
72,Male,Single,High School,49835.24,Employed,0.111,683,12617.71,Car,12.29,36,5,73317.65,42947.7,0,0.5857757306733099,0.25318850676750027
71,Female,Single,High School,54285.92,Employed,0.068,575,15690.62,Debt consolidation,12.01,36,6,72309.87,39782.48,0,0.550166664661408,0.28903664154535835
55,Male,Married,Master's,55234.86,Unemployed,0.329,711,17832.3,Debt consolidation,10.93,60,6,66855.73,12029.01,0,0.17992489200252546,0.32284502938904885
61,Male,Single,Master's,60862.42,Self-employed,0.048,623,5484.09,Debt consolidation,13.32,36,3,69092.57,60632.32,2,0.8775519567444082,0.09010634148297095
58,Male,Single,Bachelor's,53486.35,Employed,0.294,572,9070.35,Debt consolidation,13.28,36,3,74559.38,8866.15,2,0.11891394483162278,0.16958251965221033
51,Female,Married,Bachelor's,27687.45,Employed,0.098,636,18693.09,Debt consolidation,14.15,36,7,30258.23,8496.97,4,0.2808151699554138,0.675146681980464
41,Male,Single,Bachelor's,52927.29,Employed,0.08,825,11453.99,Debt consolidation,8.61,36,10,70245.85,65804.6,0,0.9367756244674952,0.2164099087635131
69,Male,Single,Bachelor's,88768.08,Student,0.152,612,6129.91,Other,13.9,36,5,102116.44,8906.59,0,0.08721994225415614,0.0690553406134277
61,Male,Divorced,High School,106307.96,Unemployed,0.263,610,24141.2,Debt consolidation,14.17,36,4,70002.91,21618.0,5,0.30881573351736374,0.22708741659608556
70,Female,Single,High School,54773.62,Unemployed,0.109,636,27167.95,Debt consolidation,15.43,60,5,39163.88,30922.69,3,0.789571666545807,0.49600428089288234
68,Female,Married,Bachelor's,66924.6,Employed,0.093,642,8140.94,Car,13.94,36,3,70036.34,60254.47,3,0.8603315079000416,0.12164346144765899
72,Female,Single,Bachelor's,45226.08,Self-employed,0.357,609,23930.78,Medical,10.0,60,3,68848.48,19751.37,1,0.2868817147451912,0.5291367281886911
58,Male,Married,High School,76523.07,Unemployed,0.087,594,21353.07,Other,14.9,36,7,104266.37,37078.74,1,0.3556155258881651,0.27904094804351154
31,Female,Divorced,Bachelor's,38988.11,Employed,0.149,766,17412.46,Debt consolidation,13.78,36,5,47314.14,12874.69,0,0.27211083198384245,0.4466094919707572
50,Female,Single,Bachelor's,28167.74,Employed,0.302,748,22010.79,Medical,7.77,36,5,21479.3,10751.78,1,0.5005647297630743,0.7814183885537143
24,Female,Single,Bachelor's,73049.82,Employed,0.288,647,13861.11,Home,9.01,60,6,70216.03,28075.47,5,0.39984416663830186,0.1897487221734427
32,Female,Married,PhD,14065.48,Employed,0.231,615,9250.65,Debt consolidation,10.67,60,2,20131.8,5838.44,4,0.2900108286392672,0.6576846293194402
64,Male,Single,High School,106265.71,Employed,0.127,615,18383.89,Debt consolidation,11.14,36,10,83160.44,18253.92,2,0.2195024461150037,0.1729992675906461
32,Male,Single,Bachelor's,39386.99,Employed,0.275,686,19813.09,Debt consolidation,15.28,60,3,59650.24,53014.99,4,0.8887640686776784,0.5030364087227788
74,Male,Widowed,Bachelor's,57040.1,Employed,0.65,605,7984.71,Car,11.28,36,5,87180.39,44266.2,3,0.5077540946995075,0.13998415150043567
58,Female,Married,Bachelor's,20787.76,Self-employed,0.122,683,9993.39,Car,12.78,60,4,24699.38,19548.36,3,0.7914514453399235,0.4807343359746312
54,Male,Divorced,Bachelor's,64022.69,Self-employed,0.064,570,12436.49,Education,12.67,36,9,84207.97,13964.44,0,0.16583275906069225,0.19425128809801648
62,Male,Married,Bachelor's,63782.56,Employed,0.316,677,5634.96,Debt consolidation,12.88,60,8,75397.41,43027.82,2,0.5706803456511305,0.08834640691750222
58,Male,Married,Bachelor's,22960.08,Employed,0.067,757,9888.84,Debt consolidation,9.28,36,6,25189.32,17355.73,1,0.6890114540606892,0.4306971055849979
42,Female,Married,High School,12866.74,Employed,0.081,698,36242.26,Debt consolidation,13.08,60,1,7970.41,6843.29,1,0.8585869484756744,2.8167399045912176
50,Female,Married,High School,53946.1,Retired,0.166,581,500.0,Vacation,9.28,36,6,49950.14,35276.36,1,0.7062314540059348,0.009268510605956687
75,Male,Married,Bachelor's,34414.16,Employed,0.117,745,11350.56,Home,12.47,36,9,30158.96,24497.1,0,0.8122660728354028,0.3298223754408069
35,Male,Single,PhD,65651.54,Unemployed,0.136,698,13072.63,Debt consolidation,15.57,36,3,63284.89,19752.13,1,0.31211447155869276,0.19912145244422294
29,Female,Single,Bachelor's,41958.41,Employed,0.084,791,500.0,Debt consolidation,12.09,36,5,30689.65,8115.38,2,0.2644337749045688,0.011916562138555773
44,Male,Divorced,Bachelor's,26884.54,Unemployed,0.145,655,20978.38,Other,13.17,36,6,24146.82,2060.74,0,0.0853420864527917,0.7803138904366599
74,Male,Married,High School,31869.46,Unemployed,0.069,662,13778.4,Vacation,13.3,36,2,42540.73,15670.02,0,0.3683533404339794,0.43233867156832906
64,Male,Single,High School,41588.81,Employed,0.169,644,17634.95,Vacation,10.24,36,8,63522.12,8452.74,1,0.13306766209943874,0.4240311276037954
56,Male,Divorced,Master's,55502.11,Self-employed,0.113,661,12220.19,Business,11.56,36,5,33528.63,10684.97,2,0.3186819741814682,0.22017523297762914
33,Female,Married,Bachelor's,29820.34,Employed,0.162,746,13723.47,Debt consolidation,10.41,60,5,42170.7,28718.65,1,0.6810095635121068,0.46020501442974826
64,Male,Divorced,Bachelor's,15587.39,Employed,0.225,722,26803.82,Debt consolidation,9.71,60,6,20332.33,8080.93,2,0.3974423983871991,1.7195835864759912
32,Male,Married,High School,34094.15,Employed,0.287,631,26283.6,Home,13.78,36,8,50709.16,5833.34,2,0.11503523229333713,0.7709123119362119
37,Female,Married,Master's,53026.34,Employed,0.301,587,500.0,Debt consolidation,13.67,36,4,54656.49,21215.08,0,0.3881529896998509,0.009429276091844166
34,Female,Single,Master's,51209.48,Employed,0.223,735,20090.89,Other,11.15,60,5,78456.7,26106.53,3,0.33275080394663553,0.39232755341393816
35,Male,Married,Bachelor's,22437.12,Employed,0.31,755,2527.02,Vacation,11.38,36,7,35787.66,30464.12,0,0.8512464911089463,0.11262675423583776
52,Female,Single,Bachelor's,28856.93,Employed,0.173,642,23240.94,Debt consolidation,13.28,36,3,36610.21,6480.14,3,0.1770036282228373,0.8053850496223957
